jt,dt,dt_cum,rpic,Cf0,CT,CD,phiT,phiD,F0,deltas,wave_l,valle_l,sinuo,beta,theta0,ds,cut_cnt
5.0,20485280.42092126,126095666.98215458,0.8283813922201629,0.013180849649741547,0.43553315206492577,-0.34648255790578175,2.064466847935074,0.34648255790578175,0.4333266894327696,1.0001122703796197,999.11215810924,998.9999232810475,1.0001123471839957,8.999986489112999,0.2999988451404503,0.004999992493951667,0.0
