jt,dt,dt_cum,rpic,Cf0,CT,CD,phiT,phiD,F0,deltas,wave_l,valle_l,sinuo,beta,theta0,ds,cut_cnt
3.0,39611343.50810995,78019669.84629476,0.8283817806023431,0.013180873831279973,0.43553102773981694,-0.34648271328688607,2.064468972260183,0.34648271328688607,0.4333272777303945,1.0001060352935538,999.1059292582603,998.999960061119,1.0001060752766544,8.99999979898627,0.3000002828423164,0.004999999888325705,0.0
4.0,27590716.71493855,105610386.56123331,0.8283816895980783,0.013180866125835368,0.4355315168349428,-0.3464826500750615,2.064468483165057,0.3464826500750615,0.4333270766555359,1.0001090385606282,999.1089295220675,998.9999258293042,1.0001091128136699,8.999992441137818,0.2999996169410795,0.0049999958006321215,0.0
