jt,dt,dt_cum,rpic,Cf0,CT,CD,phiT,phiD,F0,deltas,wave_l,valle_l,sinuo,beta,theta0,ds,cut_cnt
1.0,0.0,0.0,0.8283815632866731,0.01318086081547672,0.4355322185761619,-0.3464826331104889,2.064467781423838,0.3464826331104889,0.4333269645130067,1.0001069962790203,999.1068892827412,999.0000004314069,1.0001069958471354,9.0,0.3,0.005,0.0
